id,code,exception,tax_classification
__export__.l10n_br_fiscal_ncm_11817_80909792,0303.89.43,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11818_2bf9c862,0303.89.44,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11819_29e543fc,0303.89.45,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11820_40649ccc,0303.89.46,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11821_3b2ed13d,0303.89.51,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11822_b1448750,0303.89.52,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11823_19bc1089,0303.89.53,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11824_25e8ac79,0303.89.54,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11825_0d9b8182,0303.89.55,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11826_a6446772,0303.89.56,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11827_4dde4ab3,0303.89.61,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11828_e511bcb1,0303.89.62,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11829_ba8afd11,0303.89.63,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11830_4f9ca64e,0303.89.64,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11831_87812756,0303.89.65,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11832_1272b127,0303.89.90,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11833_fdb0d120,0303.91.00,,
__export__.l10n_br_fiscal_ncm_11834_18d3c56e,0303.92.00,,
__export__.l10n_br_fiscal_ncm_11835_df810f49,0303.99.10,,
__export__.l10n_br_fiscal_ncm_11836_9aabf7f0,0303.99.20,,
__export__.l10n_br_fiscal_ncm_11837_04d89fa6,0303.99.90,,
__export__.l10n_br_fiscal_ncm_11838_03a72333,0304.31.00,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11839_c2ebbf57,0304.32.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11840_d3a8f744,0304.32.90,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11841_f12935de,0304.33.00,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11842_321e56d0,0304.39.00,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11843_e9a859b1,0304.41.00,,
__export__.l10n_br_fiscal_ncm_11844_26a1ed97,0304.42.00,,
__export__.l10n_br_fiscal_ncm_11845_b30140ed,0304.43.00,,
__export__.l10n_br_fiscal_ncm_11846_60278676,0304.44.00,,
__export__.l10n_br_fiscal_ncm_11847_3371d440,0304.45.00,,
__export__.l10n_br_fiscal_ncm_11848_34a8f12a,0304.46.00,,
__export__.l10n_br_fiscal_ncm_11849_42615a0b,0304.47.00,,
__export__.l10n_br_fiscal_ncm_11850_280a2e22,0304.48.00,,
__export__.l10n_br_fiscal_ncm_11851_4778366a,0304.49.10,,
__export__.l10n_br_fiscal_ncm_11852_45362ab2,0304.49.20,,
__export__.l10n_br_fiscal_ncm_11853_270ce6a7,0304.49.90,,
__export__.l10n_br_fiscal_ncm_11854_e70e062d,0304.51.00,,
__export__.l10n_br_fiscal_ncm_11855_665a5181,0304.52.00,,
__export__.l10n_br_fiscal_ncm_11856_5d1dfea8,0304.53.00,,
__export__.l10n_br_fiscal_ncm_11857_ce8dd228,0304.54.00,,
__export__.l10n_br_fiscal_ncm_11858_6c29a004,0304.55.00,,
__export__.l10n_br_fiscal_ncm_11859_5143b8f0,0304.56.00,,
__export__.l10n_br_fiscal_ncm_11860_468fcac6,0304.57.00,,
__export__.l10n_br_fiscal_ncm_11861_0477182b,0304.59.00,,
__export__.l10n_br_fiscal_ncm_11862_609f86cc,0304.61.00,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11863_e5a8db4c,0304.62.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11864_143951e3,0304.62.90,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11865_d082f5be,0304.63.00,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11866_0df5196e,0304.69.00,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_11867_9fce27a1,0304.71.00,,
__export__.l10n_br_fiscal_ncm_11868_a2884785,0304.72.00,,
__export__.l10n_br_fiscal_ncm_11869_09006904,0304.73.00,,
__export__.l10n_br_fiscal_ncm_11870_63caed8e,0304.74.00,,
__export__.l10n_br_fiscal_ncm_11871_660ae048,0304.75.00,,
__export__.l10n_br_fiscal_ncm_11872_dbfa3c89,0304.79.00,,
__export__.l10n_br_fiscal_ncm_11873_f8f0c3d5,0304.81.00,,
__export__.l10n_br_fiscal_ncm_11874_c48be61a,0304.82.00,,
__export__.l10n_br_fiscal_ncm_11875_9c508d3b,0304.83.00,,
__export__.l10n_br_fiscal_ncm_11876_9acd00f2,0304.84.00,,
__export__.l10n_br_fiscal_ncm_11877_33b778ca,0304.85.10,,
__export__.l10n_br_fiscal_ncm_11878_ed2a21cf,0304.85.20,,
__export__.l10n_br_fiscal_ncm_11879_c3ce0eb9,0304.86.00,,
__export__.l10n_br_fiscal_ncm_11880_4bf3a6dc,0304.87.00,,
__export__.l10n_br_fiscal_ncm_11881_c0ed4e70,0304.88.10,,
__export__.l10n_br_fiscal_ncm_11882_c8576db3,0304.88.90,,
__export__.l10n_br_fiscal_ncm_11883_ef9bab3c,0304.89.10,,
__export__.l10n_br_fiscal_ncm_11884_795046e1,0304.89.20,,
__export__.l10n_br_fiscal_ncm_11885_ab19888e,0304.89.30,,
__export__.l10n_br_fiscal_ncm_11886_df5936d8,0304.89.90,,
__export__.l10n_br_fiscal_ncm_11887_df6c7fe6,0304.91.00,,
__export__.l10n_br_fiscal_ncm_11888_e43e8037,0304.92.11,,
__export__.l10n_br_fiscal_ncm_11889_d20a77f4,0304.92.12,,
__export__.l10n_br_fiscal_ncm_11890_9a92278a,0304.92.19,,
__export__.l10n_br_fiscal_ncm_11891_6f1b0f86,0304.92.21,,
__export__.l10n_br_fiscal_ncm_11892_71cb4858,0304.92.22,,
__export__.l10n_br_fiscal_ncm_11893_71d8223d,0304.92.29,,
__export__.l10n_br_fiscal_ncm_11894_a5004bf6,0304.93.00,,
__export__.l10n_br_fiscal_ncm_11895_0cebc754,0304.94.00,,
__export__.l10n_br_fiscal_ncm_11896_16c9a90a,0304.95.00,,
__export__.l10n_br_fiscal_ncm_11897_1f5e9101,0304.96.00,,
__export__.l10n_br_fiscal_ncm_11898_57a31fe1,0304.97.00,,
__export__.l10n_br_fiscal_ncm_11899_c8c9a303,0304.99.00,,
__export__.l10n_br_fiscal_ncm_11900_64889737,0305.20.00,,
__export__.l10n_br_fiscal_ncm_11901_158b8774,0305.31.00,,
__export__.l10n_br_fiscal_ncm_11902_5bf41716,0305.32.10,,
__export__.l10n_br_fiscal_ncm_11903_d12a2fbd,0305.32.20,,
__export__.l10n_br_fiscal_ncm_11904_700728e9,0305.32.30,,
__export__.l10n_br_fiscal_ncm_11905_2d6a122f,0305.32.90,,
__export__.l10n_br_fiscal_ncm_11906_e26e9151,0305.39.00,,
__export__.l10n_br_fiscal_ncm_11907_63e8cbda,0305.41.00,,
__export__.l10n_br_fiscal_ncm_11908_195cd6f1,0305.42.00,,
__export__.l10n_br_fiscal_ncm_11909_6668fe45,0305.43.00,,
__export__.l10n_br_fiscal_ncm_11910_80538192,0305.44.00,,
__export__.l10n_br_fiscal_ncm_11911_3b576e88,0305.49.10,,
__export__.l10n_br_fiscal_ncm_11912_85a07c49,0305.49.20,,
__export__.l10n_br_fiscal_ncm_11913_15615d28,0305.49.90,,
__export__.l10n_br_fiscal_ncm_11914_db60cf2d,0305.51.00,,
__export__.l10n_br_fiscal_ncm_11915_41d1c75a,0305.52.00,,
__export__.l10n_br_fiscal_ncm_11916_c09d0c4b,0305.53.10,,
__export__.l10n_br_fiscal_ncm_11917_273100d9,0305.53.90,,
__export__.l10n_br_fiscal_ncm_11918_d08c09c3,0305.54.00,,
__export__.l10n_br_fiscal_ncm_11919_4cbb8255,0305.59.00,,
__export__.l10n_br_fiscal_ncm_11920_ca169600,0305.61.00,,
__export__.l10n_br_fiscal_ncm_11921_be321edd,0305.62.00,,
__export__.l10n_br_fiscal_ncm_11922_48d2d24d,0305.63.00,,
__export__.l10n_br_fiscal_ncm_11923_0093fa23,0305.64.00,,
__export__.l10n_br_fiscal_ncm_11924_5cfe8298,0305.69.10,,
__export__.l10n_br_fiscal_ncm_11925_d516b1d8,0305.69.90,,
__export__.l10n_br_fiscal_ncm_11926_190bc9ed,0305.71.00,,
__export__.l10n_br_fiscal_ncm_11927_96b349bb,0305.71.00,1,
__export__.l10n_br_fiscal_ncm_11929_69e081e6,0305.72.00,1,
__export__.l10n_br_fiscal_ncm_11928_b4a0b437,0305.72.00,,
__export__.l10n_br_fiscal_ncm_11930_36c672a8,0305.72.00,2,
__export__.l10n_br_fiscal_ncm_11931_a019101c,0305.79.00,,
__export__.l10n_br_fiscal_ncm_11932_63c7a062,0305.79.00,1,
__export__.l10n_br_fiscal_ncm_11933_93872556,0305.79.00,2,
__export__.l10n_br_fiscal_ncm_11934_637a4b0e,0306.11.10,,
__export__.l10n_br_fiscal_ncm_11935_b8b1123a,0306.11.90,,
__export__.l10n_br_fiscal_ncm_11936_4b9cd420,0306.12.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11937_005b2591,0306.14.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11938_db2d1d16,0306.15.00,,
__export__.l10n_br_fiscal_ncm_11939_9ece211c,0306.16.10,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11940_976ab179,0306.16.90,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11941_5ca433b3,0306.17.10,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11942_e11e1e74,0306.17.90,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11943_7fd45e55,0306.19.10,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11944_a1684ac9,0306.19.90,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11945_c217060c,0306.31.00,,
__export__.l10n_br_fiscal_ncm_11946_71397325,0306.32.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11947_b9246cd2,0306.33.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11948_f36b05d1,0306.34.00,,
__export__.l10n_br_fiscal_ncm_11949_486dd458,0306.35.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11950_b2291309,0306.36.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11951_f92f14af,0306.39.10,,
__export__.l10n_br_fiscal_ncm_11952_4fb9f2c2,0306.39.90,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11953_6af744f8,0306.91.00,,
__export__.l10n_br_fiscal_ncm_11954_5642d876,0306.92.00,,
__export__.l10n_br_fiscal_ncm_11955_09983d3c,0306.93.00,,
__export__.l10n_br_fiscal_ncm_11956_f3ff3093,0306.94.00,,
__export__.l10n_br_fiscal_ncm_11957_ab95e7ca,0306.95.00,,
__export__.l10n_br_fiscal_ncm_11958_e100b779,0306.99.10,,
__export__.l10n_br_fiscal_ncm_11959_0d928110,0306.99.90,,
__export__.l10n_br_fiscal_ncm_11960_30aa4069,0307.11.00,,
__export__.l10n_br_fiscal_ncm_11961_335a60cc,0307.12.00,,
__export__.l10n_br_fiscal_ncm_11962_f2b398c2,0307.19.00,,
__export__.l10n_br_fiscal_ncm_11963_8c289211,0307.21.00,,
__export__.l10n_br_fiscal_ncm_11964_9ad185ba,0307.22.00,,
__export__.l10n_br_fiscal_ncm_11965_5b3ecb43,0307.29.00,,
__export__.l10n_br_fiscal_ncm_11966_61973403,0307.31.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11967_bc7c48ca,0307.32.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11968_8f3f9314,0307.39.00,,
__export__.l10n_br_fiscal_ncm_11969_40c68bd3,0307.42.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11970_e2fb067a,0307.43.10,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11971_ba9a9ef7,0307.43.20,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11972_47752b74,0307.49.00,,
__export__.l10n_br_fiscal_ncm_11973_310fd681,0307.51.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11974_fc95c9e5,0307.52.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11975_40a0c077,0307.59.00,,
__export__.l10n_br_fiscal_ncm_11976_649cf453,0307.60.00,,
__export__.l10n_br_fiscal_ncm_11977_37d818dc,0307.71.00,,
__export__.l10n_br_fiscal_ncm_11978_c60fefaa,0307.72.00,,
__export__.l10n_br_fiscal_ncm_11979_f7d991f0,0307.79.00,,
__export__.l10n_br_fiscal_ncm_11980_033302b7,0307.81.00,,
__export__.l10n_br_fiscal_ncm_11981_84bd3423,0307.82.00,,
__export__.l10n_br_fiscal_ncm_11982_b6914384,0307.83.00,,
__export__.l10n_br_fiscal_ncm_11983_c1b1e2a1,0307.84.00,,
__export__.l10n_br_fiscal_ncm_11984_355067c5,0307.87.00,,
__export__.l10n_br_fiscal_ncm_11985_0793addd,0307.88.00,,
__export__.l10n_br_fiscal_ncm_11986_71d707f9,0307.91.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11987_f80c38e8,0307.92.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_11988_160be414,0307.99.00,,
__export__.l10n_br_fiscal_ncm_11989_3b0dec91,0308.11.00,,
__export__.l10n_br_fiscal_ncm_11990_6fe125a2,0308.12.00,,
__export__.l10n_br_fiscal_ncm_11991_a6fa35f0,0308.19.00,,
__export__.l10n_br_fiscal_ncm_11992_7d96e410,0308.21.00,,
__export__.l10n_br_fiscal_ncm_11993_5a890dd3,0308.22.00,,
__export__.l10n_br_fiscal_ncm_11994_6ad16672,0308.29.00,,
__export__.l10n_br_fiscal_ncm_11995_08b2214f,0308.30.00,,
__export__.l10n_br_fiscal_ncm_11996_aaaf6568,0308.90.00,,
__export__.l10n_br_fiscal_ncm_11997_2e43d333,0309.10.00,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_11998_dd866bc4,0309.90.00,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_11999_1e07a669,0401.10.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12000_093d709a,0401.10.90,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12001_91116c17,0401.20.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12002_256824b8,0401.20.90,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12003_611d07d9,0401.40.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12004_8485a984,0401.40.21,,
__export__.l10n_br_fiscal_ncm_12005_ee913fa2,0401.40.21,1,
__export__.l10n_br_fiscal_ncm_12006_17a69660,0401.40.29,,
__export__.l10n_br_fiscal_ncm_12007_bad694cf,0401.40.29,1,
__export__.l10n_br_fiscal_ncm_12008_9d1e313c,0401.50.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12009_08829e17,0401.50.21,,
__export__.l10n_br_fiscal_ncm_12010_4c805a74,0401.50.21,1,
__export__.l10n_br_fiscal_ncm_12011_dd23111b,0401.50.29,,
__export__.l10n_br_fiscal_ncm_12012_2183ffc2,0401.50.29,1,
__export__.l10n_br_fiscal_ncm_12013_00e692bd,0402.10.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12014_cc48c503,0402.10.90,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12015_9b41e25f,0402.21.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12016_f363f0f8,0402.21.20,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12017_9721a8bf,0402.21.30,,
__export__.l10n_br_fiscal_ncm_12018_29dbca76,0402.29.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12019_5085630d,0402.29.20,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12020_23a9e6f4,0402.29.30,,
__export__.l10n_br_fiscal_ncm_12021_a310713b,0402.91.00,,
__export__.l10n_br_fiscal_ncm_12022_186c75d2,0402.91.00,1,
__export__.l10n_br_fiscal_ncm_12023_66c2f550,0402.99.00,,
__export__.l10n_br_fiscal_ncm_12024_1a7063c6,0402.99.00,1,
__export__.l10n_br_fiscal_ncm_12025_2e4d8ddb,0403.20.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_12026_efd35253,0403.20.00,1,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_12027_12699764,0403.90.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_12028_726e5fc5,0403.90.00,1,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_12029_c60fe93c,0404.10.00,,
__export__.l10n_br_fiscal_ncm_12030_6a83f80d,0404.10.00,1,
__export__.l10n_br_fiscal_ncm_12031_05e6db4e,0404.90.00,,
__export__.l10n_br_fiscal_ncm_12032_dd15870e,0404.90.00,1,
__export__.l10n_br_fiscal_ncm_12033_59e4840b,0405.10.00,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12034_be91c1fe,0405.20.00,,
__export__.l10n_br_fiscal_ncm_12035_48d6083b,0405.90.10,,
__export__.l10n_br_fiscal_ncm_12036_31f95110,0405.90.90,,
__export__.l10n_br_fiscal_ncm_12037_31a87c9b,0406.10.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12038_6b4e7c81,0406.10.90,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12039_6204cd36,0406.20.00,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12040_f6ee2ad6,0406.30.00,,
__export__.l10n_br_fiscal_ncm_12041_0d5d9bb8,0406.40.00,,
__export__.l10n_br_fiscal_ncm_12042_e609d1bf,0406.90.10,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12043_312629b9,0406.90.20,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12044_3ee0ca4c,0406.90.30,,l10n_br_fiscal.tax_classification_200003
__export__.l10n_br_fiscal_ncm_12045_fdeb772a,0406.90.90,,
__export__.l10n_br_fiscal_ncm_12046_b84ccd72,0407.11.00,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12047_690f4e8c,0407.19.00,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12048_ba0da374,0407.21.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12049_c46b3901,0407.29.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12050_c1a24fd3,0407.90.00,,
__export__.l10n_br_fiscal_ncm_12051_c936e2fe,0408.11.00,,
__export__.l10n_br_fiscal_ncm_12052_100d6e38,0408.19.00,,
__export__.l10n_br_fiscal_ncm_12053_653c1c7b,0408.19.00,1,
__export__.l10n_br_fiscal_ncm_12054_c1b99136,0408.91.00,,
__export__.l10n_br_fiscal_ncm_12055_362232c2,0408.99.00,,
__export__.l10n_br_fiscal_ncm_12056_9db3974a,0408.99.00,1,
__export__.l10n_br_fiscal_ncm_12057_62819733,0409.00.00,,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_12058_cd36c7ec,0409.00.00,1,l10n_br_fiscal.tax_classification_200034
__export__.l10n_br_fiscal_ncm_12059_24567a3d,0410.10.00,,
__export__.l10n_br_fiscal_ncm_12060_f5b20efc,0410.90.00,,
__export__.l10n_br_fiscal_ncm_12061_6972017f,0501.00.00,,
__export__.l10n_br_fiscal_ncm_12062_39465be5,0502.10.11,,
__export__.l10n_br_fiscal_ncm_12063_a51a25c4,0502.10.19,,
__export__.l10n_br_fiscal_ncm_12064_8189b7b6,0502.10.90,,
__export__.l10n_br_fiscal_ncm_12065_989ecb3f,0502.90.10,,
__export__.l10n_br_fiscal_ncm_12066_b5f10231,0502.90.20,,
__export__.l10n_br_fiscal_ncm_12067_3723ade6,0504.00.11,,
__export__.l10n_br_fiscal_ncm_12068_3923c03e,0504.00.12,,
__export__.l10n_br_fiscal_ncm_12069_c469e1fa,0504.00.13,,
__export__.l10n_br_fiscal_ncm_12070_fa93fdd9,0504.00.19,,
__export__.l10n_br_fiscal_ncm_12071_137fc275,0504.00.90,,
__export__.l10n_br_fiscal_ncm_12072_78b0a5da,0505.10.00,,
__export__.l10n_br_fiscal_ncm_12073_adb84b9f,0505.90.00,,
__export__.l10n_br_fiscal_ncm_12074_94ac6431,0506.10.00,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12075_47fda718,0506.90.00,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12076_433f4259,0507.10.00,,
__export__.l10n_br_fiscal_ncm_12077_d67a0652,0507.90.00,,
__export__.l10n_br_fiscal_ncm_12078_f868f006,0508.00.00,,
__export__.l10n_br_fiscal_ncm_12079_dc0ceb0a,0510.00.10,,
__export__.l10n_br_fiscal_ncm_12080_5ad6d59f,0510.00.90,,
__export__.l10n_br_fiscal_ncm_12081_3737489f,0511.10.00,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12082_e59abe30,0511.91.10,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12083_2a2a9632,0511.91.90,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12084_3a63bf61,0511.99.10,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12085_9f5a163b,0511.99.20,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12086_8f29c0e9,0511.99.30,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12087_a5beb40e,0511.99.91,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12088_8c82c03e,0511.99.99,,l10n_br_fiscal.tax_classification_200038
__export__.l10n_br_fiscal_ncm_12089_da9466c6,0601.10.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12090_4a8b0488,0601.20.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12091_b1354bb1,0602.10.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12092_5586e1ee,0602.20.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12093_2157e659,0602.30.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12094_6faff9ff,0602.40.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12095_249554ef,0602.90.10,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12096_054e5753,0602.90.21,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12097_fe9409da,0602.90.29,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12098_7aa99be3,0602.90.81,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12099_15d26d8e,0602.90.82,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12100_ea7021e3,0602.90.83,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12101_6eac9b9b,0602.90.89,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12102_6894fe33,0602.90.90,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12103_9337e362,0603.11.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12104_3172f678,0603.12.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12105_b307f4d7,0603.13.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12106_4efb551a,0603.14.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12107_c9f95257,0603.15.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12108_49d5b12c,0603.19.00,,l10n_br_fiscal.tax_classification_200014
__export__.l10n_br_fiscal_ncm_12109_48805b67,0603.90.00,,l10n_br_fiscal.tax_classification_200014
