id,code,exception,tax_classification
__export__.l10n_br_fiscal_ncm_16440_f9cb0c7e,3907.10.31,,
__export__.l10n_br_fiscal_ncm_16441_36538216,3907.10.39,,
__export__.l10n_br_fiscal_ncm_16442_6cf416f2,3907.10.41,,
__export__.l10n_br_fiscal_ncm_16443_29c50b4b,3907.10.42,,
__export__.l10n_br_fiscal_ncm_16444_6d82672b,3907.10.49,,
__export__.l10n_br_fiscal_ncm_16445_16bc5517,3907.10.91,,
__export__.l10n_br_fiscal_ncm_16446_a3452ec8,3907.10.99,,
__export__.l10n_br_fiscal_ncm_16447_1732abc9,3907.21.00,,
__export__.l10n_br_fiscal_ncm_16448_7945db07,3907.29.11,,
__export__.l10n_br_fiscal_ncm_16449_2eb625d5,3907.29.12,,
__export__.l10n_br_fiscal_ncm_16450_ece993f0,3907.29.20,,
__export__.l10n_br_fiscal_ncm_16451_217d1763,3907.29.31,,
__export__.l10n_br_fiscal_ncm_16452_0b73d0e9,3907.29.39,,
__export__.l10n_br_fiscal_ncm_16453_0b40c7c1,3907.29.41,,
__export__.l10n_br_fiscal_ncm_16454_e1cda1fd,3907.29.42,,
__export__.l10n_br_fiscal_ncm_16455_edb3636a,3907.29.49,,
__export__.l10n_br_fiscal_ncm_16456_ee3453df,3907.29.90,,
__export__.l10n_br_fiscal_ncm_16457_7a63f418,3907.30.11,,
__export__.l10n_br_fiscal_ncm_16458_fa7373b2,3907.30.19,,
__export__.l10n_br_fiscal_ncm_16459_91a2cb68,3907.30.21,,
__export__.l10n_br_fiscal_ncm_16460_ceb8e98b,3907.30.22,,
__export__.l10n_br_fiscal_ncm_16461_0f88bf21,3907.30.29,,
__export__.l10n_br_fiscal_ncm_16462_001e6c48,3907.40.10,,
__export__.l10n_br_fiscal_ncm_16463_db9697ee,3907.40.20,,
__export__.l10n_br_fiscal_ncm_16464_fa77d38f,3907.40.90,,
__export__.l10n_br_fiscal_ncm_16465_c434fd3c,3907.50.10,,
__export__.l10n_br_fiscal_ncm_16466_7c025155,3907.50.90,,
__export__.l10n_br_fiscal_ncm_16467_627d0716,3907.61.00,,
__export__.l10n_br_fiscal_ncm_16468_f9527cba,3907.69.00,,
__export__.l10n_br_fiscal_ncm_16469_0e314e7d,3907.70.00,,
__export__.l10n_br_fiscal_ncm_16470_173a6f8e,3907.91.00,,
__export__.l10n_br_fiscal_ncm_16471_a3409b5e,3907.99.11,,
__export__.l10n_br_fiscal_ncm_16472_84463555,3907.99.12,,
__export__.l10n_br_fiscal_ncm_16473_35fecefa,3907.99.19,,
__export__.l10n_br_fiscal_ncm_16474_7cb28739,3907.99.91,,
__export__.l10n_br_fiscal_ncm_16475_ead25efd,3907.99.92,,
__export__.l10n_br_fiscal_ncm_16476_fadfcdfc,3907.99.93,,
__export__.l10n_br_fiscal_ncm_16477_79c48607,3907.99.94,,
__export__.l10n_br_fiscal_ncm_16478_57076c17,3907.99.95,,
__export__.l10n_br_fiscal_ncm_16479_bac4ba59,3907.99.99,,
__export__.l10n_br_fiscal_ncm_16480_79cb9d1f,3908.10.11,,
__export__.l10n_br_fiscal_ncm_16481_7e741c0e,3908.10.12,,
__export__.l10n_br_fiscal_ncm_16482_3683d81b,3908.10.13,,
__export__.l10n_br_fiscal_ncm_16483_fea23f9f,3908.10.14,,
__export__.l10n_br_fiscal_ncm_16484_1c06bc3d,3908.10.19,,
__export__.l10n_br_fiscal_ncm_16485_d6c490cc,3908.10.21,,
__export__.l10n_br_fiscal_ncm_16486_2c5c9943,3908.10.22,,
__export__.l10n_br_fiscal_ncm_16487_624787f3,3908.10.23,,
__export__.l10n_br_fiscal_ncm_16488_4177f6cc,3908.10.25,,
__export__.l10n_br_fiscal_ncm_16489_775d8eea,3908.10.26,,
__export__.l10n_br_fiscal_ncm_16490_5ef37071,3908.10.29,,
__export__.l10n_br_fiscal_ncm_16491_933b4c8e,3908.90.10,,
__export__.l10n_br_fiscal_ncm_16492_bf85ee26,3908.90.20,,
__export__.l10n_br_fiscal_ncm_16493_3e4161c5,3908.90.90,,
__export__.l10n_br_fiscal_ncm_16494_d1666815,3909.10.00,,
__export__.l10n_br_fiscal_ncm_16495_8abc5680,3909.20.11,,
__export__.l10n_br_fiscal_ncm_16496_736b57be,3909.20.19,,
__export__.l10n_br_fiscal_ncm_16497_cc9e5059,3909.20.21,,
__export__.l10n_br_fiscal_ncm_16498_8e217d57,3909.20.29,,
__export__.l10n_br_fiscal_ncm_16499_4bdc63fa,3909.31.00,,
__export__.l10n_br_fiscal_ncm_16500_2629bf50,3909.39.00,,
__export__.l10n_br_fiscal_ncm_16501_36b36569,3909.40.11,,
__export__.l10n_br_fiscal_ncm_16502_c5d71d34,3909.40.19,,
__export__.l10n_br_fiscal_ncm_16503_2b3ff15b,3909.40.91,,
__export__.l10n_br_fiscal_ncm_16504_9b63310d,3909.40.99,,
__export__.l10n_br_fiscal_ncm_16505_e041b68d,3909.50.11,,
__export__.l10n_br_fiscal_ncm_16506_b5126842,3909.50.12,,
__export__.l10n_br_fiscal_ncm_16507_f97bbecc,3909.50.19,,
__export__.l10n_br_fiscal_ncm_16508_b1fcebd8,3909.50.21,,
__export__.l10n_br_fiscal_ncm_16509_98346325,3909.50.29,,
__export__.l10n_br_fiscal_ncm_16510_316e02cb,3910.00.11,,
__export__.l10n_br_fiscal_ncm_16511_d697f857,3910.00.12,,
__export__.l10n_br_fiscal_ncm_16512_ae0ff890,3910.00.13,,
__export__.l10n_br_fiscal_ncm_16513_8a2595fc,3910.00.19,,
__export__.l10n_br_fiscal_ncm_16514_5f0885d1,3910.00.21,,
__export__.l10n_br_fiscal_ncm_16515_1feff495,3910.00.29,,
__export__.l10n_br_fiscal_ncm_16516_973fb9b6,3910.00.30,,
__export__.l10n_br_fiscal_ncm_16517_a2195abb,3910.00.90,,
__export__.l10n_br_fiscal_ncm_16518_8dd2b39d,3911.10.10,,
__export__.l10n_br_fiscal_ncm_16519_20d25006,3911.10.21,,
__export__.l10n_br_fiscal_ncm_16520_d3c57e69,3911.10.29,,
__export__.l10n_br_fiscal_ncm_16521_703c2d87,3911.20.00,,
__export__.l10n_br_fiscal_ncm_16522_5e32bda5,3911.90.11,,
__export__.l10n_br_fiscal_ncm_16523_a90faa3a,3911.90.12,,
__export__.l10n_br_fiscal_ncm_16524_181a2f15,3911.90.13,,
__export__.l10n_br_fiscal_ncm_16525_fdace6e1,3911.90.14,,
__export__.l10n_br_fiscal_ncm_16526_b024f0f9,3911.90.19,,
__export__.l10n_br_fiscal_ncm_16527_5ecb5524,3911.90.21,,
__export__.l10n_br_fiscal_ncm_16528_61576790,3911.90.22,,
__export__.l10n_br_fiscal_ncm_16529_d795fe98,3911.90.23,,
__export__.l10n_br_fiscal_ncm_16530_1d41b6d9,3911.90.24,,
__export__.l10n_br_fiscal_ncm_16531_fa7203ea,3911.90.25,,
__export__.l10n_br_fiscal_ncm_16532_014bef59,3911.90.26,,
__export__.l10n_br_fiscal_ncm_16533_2704d625,3911.90.27,,
__export__.l10n_br_fiscal_ncm_16534_f0015327,3911.90.29,,
__export__.l10n_br_fiscal_ncm_16535_66efb7c3,3912.11.10,,
__export__.l10n_br_fiscal_ncm_16536_4da93124,3912.11.20,,
__export__.l10n_br_fiscal_ncm_16537_52d5a473,3912.12.00,,
__export__.l10n_br_fiscal_ncm_16538_e189809e,3912.20.10,,
__export__.l10n_br_fiscal_ncm_16539_1a575b5a,3912.20.21,,
__export__.l10n_br_fiscal_ncm_16540_8ca6ba6e,3912.20.29,,
__export__.l10n_br_fiscal_ncm_16541_2d53787a,3912.31.11,,
__export__.l10n_br_fiscal_ncm_16542_071dea07,3912.31.19,,
__export__.l10n_br_fiscal_ncm_16543_befa40a8,3912.31.21,,
__export__.l10n_br_fiscal_ncm_16544_517ac3b4,3912.31.29,,
__export__.l10n_br_fiscal_ncm_16545_e2aef5a5,3912.39.10,,
__export__.l10n_br_fiscal_ncm_16546_4348a092,3912.39.20,,
__export__.l10n_br_fiscal_ncm_16547_3714b650,3912.39.30,,
__export__.l10n_br_fiscal_ncm_16548_9c257f5a,3912.39.90,,
__export__.l10n_br_fiscal_ncm_16549_328fa0ec,3912.90.10,,
__export__.l10n_br_fiscal_ncm_16550_f054d026,3912.90.20,,
__export__.l10n_br_fiscal_ncm_16551_4d9e0ca2,3912.90.31,,
__export__.l10n_br_fiscal_ncm_16552_413cbe76,3912.90.39,,
__export__.l10n_br_fiscal_ncm_16553_e7da388d,3912.90.40,,
__export__.l10n_br_fiscal_ncm_16554_4ebeff23,3912.90.90,,
__export__.l10n_br_fiscal_ncm_16555_51b363c7,3913.10.00,,
__export__.l10n_br_fiscal_ncm_16556_73e5d53d,3913.90.11,,
__export__.l10n_br_fiscal_ncm_16557_a50fe026,3913.90.12,,
__export__.l10n_br_fiscal_ncm_16558_9d3ed8a6,3913.90.19,,
__export__.l10n_br_fiscal_ncm_16559_95d73da9,3913.90.20,,
__export__.l10n_br_fiscal_ncm_16560_def3d633,3913.90.30,,
__export__.l10n_br_fiscal_ncm_16561_efa7f779,3913.90.40,,
__export__.l10n_br_fiscal_ncm_16562_837f2953,3913.90.50,,
__export__.l10n_br_fiscal_ncm_16563_fecef2bc,3913.90.60,,
__export__.l10n_br_fiscal_ncm_16564_42bd472b,3913.90.90,,
__export__.l10n_br_fiscal_ncm_16565_3c465929,3914.00.11,,
__export__.l10n_br_fiscal_ncm_16566_dee1cf11,3914.00.19,,
__export__.l10n_br_fiscal_ncm_16567_352933f7,3914.00.90,,
__export__.l10n_br_fiscal_ncm_16568_af28b2d7,3915.10.00,,
__export__.l10n_br_fiscal_ncm_16569_5e2bfc15,3915.20.00,,
__export__.l10n_br_fiscal_ncm_16570_e2c1c670,3915.30.00,,
__export__.l10n_br_fiscal_ncm_16571_0e45a933,3915.90.00,,
__export__.l10n_br_fiscal_ncm_16572_f023e667,3916.10.00,,
__export__.l10n_br_fiscal_ncm_16573_081587ea,3916.20.00,,
__export__.l10n_br_fiscal_ncm_16574_3021f014,3916.20.00,1,
__export__.l10n_br_fiscal_ncm_16575_2bd3f330,3916.90.10,,
__export__.l10n_br_fiscal_ncm_16576_d47d6734,3916.90.90,,
__export__.l10n_br_fiscal_ncm_16577_bfccd6d8,3917.10.10,,
__export__.l10n_br_fiscal_ncm_16578_c179b453,3917.10.21,,
__export__.l10n_br_fiscal_ncm_16579_878b3b87,3917.10.29,,
__export__.l10n_br_fiscal_ncm_16580_2ed4a7bc,3917.21.00,,
__export__.l10n_br_fiscal_ncm_16581_7037ebef,3917.22.00,,
__export__.l10n_br_fiscal_ncm_16582_eec44939,3917.23.00,,
__export__.l10n_br_fiscal_ncm_16583_44e8c4ab,3917.29.00,,
__export__.l10n_br_fiscal_ncm_16584_b35acecf,3917.31.00,,
__export__.l10n_br_fiscal_ncm_16585_b292a229,3917.32.10,,
__export__.l10n_br_fiscal_ncm_16586_e744b031,3917.32.21,,
__export__.l10n_br_fiscal_ncm_16587_e5b01afd,3917.32.29,,
__export__.l10n_br_fiscal_ncm_16588_41d3ab7f,3917.32.30,,
__export__.l10n_br_fiscal_ncm_16589_e6ab260f,3917.32.40,,
__export__.l10n_br_fiscal_ncm_16590_5e5f5f2c,3917.32.51,,
__export__.l10n_br_fiscal_ncm_16591_3d065a8a,3917.32.59,,
__export__.l10n_br_fiscal_ncm_16592_5a981c73,3917.32.90,,
__export__.l10n_br_fiscal_ncm_16593_144b295b,3917.33.00,,
__export__.l10n_br_fiscal_ncm_16594_5edcc480,3917.39.00,,
__export__.l10n_br_fiscal_ncm_16595_3b65f3de,3917.40.10,,l10n_br_fiscal.tax_classification_200030
__export__.l10n_br_fiscal_ncm_16596_3103e0ba,3917.40.90,,l10n_br_fiscal.tax_classification_200030
__export__.l10n_br_fiscal_ncm_16597_cd3e8eb7,3918.10.00,,
__export__.l10n_br_fiscal_ncm_16598_5b50b647,3918.90.00,,
__export__.l10n_br_fiscal_ncm_16599_8c424c8b,3919.10.10,,
__export__.l10n_br_fiscal_ncm_16600_d982fcde,3919.10.10,Ex,
__export__.l10n_br_fiscal_ncm_16601_9339f8ba,3919.10.20,,
__export__.l10n_br_fiscal_ncm_16602_bba1c346,3919.10.20,Ex,
__export__.l10n_br_fiscal_ncm_16603_b0bac12d,3919.10.90,,
__export__.l10n_br_fiscal_ncm_16604_cde066e6,3919.90.10,,
__export__.l10n_br_fiscal_ncm_16605_829f98f6,3919.90.20,,
__export__.l10n_br_fiscal_ncm_16606_c018a4d4,3919.90.90,,
__export__.l10n_br_fiscal_ncm_16607_06cf058f,3919.90.90,Ex,
__export__.l10n_br_fiscal_ncm_16608_7679d3b7,3920.10.10,,
__export__.l10n_br_fiscal_ncm_16609_3646aa9e,3920.10.91,,
__export__.l10n_br_fiscal_ncm_16610_c476ec3e,3920.10.99,,
__export__.l10n_br_fiscal_ncm_16611_1dcc152a,3920.20.11,,
__export__.l10n_br_fiscal_ncm_16612_bbf27783,3920.20.12,,
__export__.l10n_br_fiscal_ncm_16613_f89fe962,3920.20.19,,
__export__.l10n_br_fiscal_ncm_16614_7b6c4bf1,3920.20.19,1,
__export__.l10n_br_fiscal_ncm_16615_62b644f9,3920.20.90,,
__export__.l10n_br_fiscal_ncm_16616_d19774f6,3920.30.00,,
__export__.l10n_br_fiscal_ncm_16617_fbafac3b,3920.30.00,1,
__export__.l10n_br_fiscal_ncm_16618_6a54aabd,3920.43.10,,
__export__.l10n_br_fiscal_ncm_16619_67390956,3920.43.90,,
__export__.l10n_br_fiscal_ncm_16620_a406e3a7,3920.49.00,,
__export__.l10n_br_fiscal_ncm_16621_23289940,3920.49.00,1,
__export__.l10n_br_fiscal_ncm_16622_53b75019,3920.51.00,,
__export__.l10n_br_fiscal_ncm_16623_bcfebc0f,3920.59.00,,
__export__.l10n_br_fiscal_ncm_16624_83fd9d71,3920.61.00,,
__export__.l10n_br_fiscal_ncm_16625_cc76d92d,3920.62.11,,
__export__.l10n_br_fiscal_ncm_16626_021e655e,3920.62.19,,
__export__.l10n_br_fiscal_ncm_16627_666cd0fe,3920.62.91,,
__export__.l10n_br_fiscal_ncm_16628_c011d63f,3920.62.99,,
__export__.l10n_br_fiscal_ncm_16629_456734d0,3920.62.99,1,
__export__.l10n_br_fiscal_ncm_16630_b25f5e19,3920.63.00,,
__export__.l10n_br_fiscal_ncm_16631_d09a1566,3920.69.00,,
__export__.l10n_br_fiscal_ncm_16632_41b50793,3920.71.00,,
__export__.l10n_br_fiscal_ncm_16633_4233f4ab,3920.73.10,,
__export__.l10n_br_fiscal_ncm_16634_61b4f57c,3920.73.90,,
__export__.l10n_br_fiscal_ncm_16635_bd011731,3920.79.10,,
__export__.l10n_br_fiscal_ncm_16636_ee7f7004,3920.79.90,,
__export__.l10n_br_fiscal_ncm_16637_bf348f4e,3920.91.00,,
__export__.l10n_br_fiscal_ncm_16638_6846457d,3920.92.00,,
__export__.l10n_br_fiscal_ncm_16639_155d0668,3920.93.00,,
__export__.l10n_br_fiscal_ncm_16640_279de996,3920.94.00,,
__export__.l10n_br_fiscal_ncm_16641_23396280,3920.99.10,,
__export__.l10n_br_fiscal_ncm_16642_c4e4d9fc,3920.99.20,,
__export__.l10n_br_fiscal_ncm_16643_8f9a8cd8,3920.99.30,,
__export__.l10n_br_fiscal_ncm_16644_c41c727f,3920.99.40,,
__export__.l10n_br_fiscal_ncm_16645_c5a53011,3920.99.50,,
__export__.l10n_br_fiscal_ncm_16646_c16b84d4,3920.99.90,,
__export__.l10n_br_fiscal_ncm_16647_f8e4371f,3921.11.00,,
__export__.l10n_br_fiscal_ncm_16648_3c21d195,3921.12.00,,
__export__.l10n_br_fiscal_ncm_16649_d6c833a9,3921.13.10,,
__export__.l10n_br_fiscal_ncm_16650_b56affb5,3921.13.90,,
__export__.l10n_br_fiscal_ncm_16651_49dc4e2c,3921.14.00,,
__export__.l10n_br_fiscal_ncm_16652_7ccab760,3921.19.00,,
__export__.l10n_br_fiscal_ncm_16653_2ef48147,3921.90.11,,
__export__.l10n_br_fiscal_ncm_16654_42459e6f,3921.90.12,,
__export__.l10n_br_fiscal_ncm_16655_8b5dad19,3921.90.13,,
__export__.l10n_br_fiscal_ncm_16656_c6f7dbfd,3921.90.19,,
__export__.l10n_br_fiscal_ncm_16657_1b6a6777,3921.90.20,,
__export__.l10n_br_fiscal_ncm_16658_37e1046c,3921.90.90,,
__export__.l10n_br_fiscal_ncm_16659_63488465,3922.10.00,,
__export__.l10n_br_fiscal_ncm_16660_ce130c05,3922.20.00,,
__export__.l10n_br_fiscal_ncm_16661_2e966c3c,3922.90.00,,
__export__.l10n_br_fiscal_ncm_16662_8483b41c,3923.10.10,,
__export__.l10n_br_fiscal_ncm_16663_73be6e26,3923.10.90,,
__export__.l10n_br_fiscal_ncm_16664_6ae0924e,3923.21.10,,
__export__.l10n_br_fiscal_ncm_16665_629a950f,3923.21.90,,
__export__.l10n_br_fiscal_ncm_16666_6aa49b52,3923.29.10,,
__export__.l10n_br_fiscal_ncm_16667_6415235b,3923.29.90,,
__export__.l10n_br_fiscal_ncm_16668_a04e09ec,3923.30.10,,
__export__.l10n_br_fiscal_ncm_16669_d731fec5,3923.30.90,,
__export__.l10n_br_fiscal_ncm_16670_883b7b87,3923.30.90,1,
__export__.l10n_br_fiscal_ncm_16671_11378ff9,3923.40.00,,
__export__.l10n_br_fiscal_ncm_16672_0914138f,3923.50.00,,
__export__.l10n_br_fiscal_ncm_16673_507278b7,3923.90.10,,
__export__.l10n_br_fiscal_ncm_16674_2f68ee2c,3923.90.90,,
__export__.l10n_br_fiscal_ncm_16675_ff21e664,3924.10.00,,
__export__.l10n_br_fiscal_ncm_16676_8bd9e86e,3924.90.00,,
__export__.l10n_br_fiscal_ncm_16677_3c202027,3925.10.00,,
__export__.l10n_br_fiscal_ncm_16678_40680685,3925.20.00,,
__export__.l10n_br_fiscal_ncm_16679_4b2ed91b,3925.30.00,,
__export__.l10n_br_fiscal_ncm_16680_7ea0323f,3925.90.10,,
__export__.l10n_br_fiscal_ncm_16681_23090455,3925.90.90,,
__export__.l10n_br_fiscal_ncm_16682_4ad53732,3926.10.00,,
__export__.l10n_br_fiscal_ncm_16683_b09b96bb,3926.20.00,,
__export__.l10n_br_fiscal_ncm_16684_06d8255f,3926.20.00,1,
__export__.l10n_br_fiscal_ncm_16685_855c1e45,3926.30.00,,
__export__.l10n_br_fiscal_ncm_16686_6fc1a07e,3926.40.00,,
__export__.l10n_br_fiscal_ncm_16687_24838ca4,3926.90.10,,
__export__.l10n_br_fiscal_ncm_16688_40917979,3926.90.21,,
__export__.l10n_br_fiscal_ncm_16689_665fcf64,3926.90.22,,
__export__.l10n_br_fiscal_ncm_16690_4210eceb,3926.90.30,,l10n_br_fiscal.tax_classification_200030
__export__.l10n_br_fiscal_ncm_16691_e415c17c,3926.90.40,,l10n_br_fiscal.tax_classification_200030
__export__.l10n_br_fiscal_ncm_16692_44e931ea,3926.90.40,1,l10n_br_fiscal.tax_classification_200030
__export__.l10n_br_fiscal_ncm_16693_0e263d95,3926.90.50,,l10n_br_fiscal.tax_classification_200030
__export__.l10n_br_fiscal_ncm_16694_4cd90a91,3926.90.61,,
__export__.l10n_br_fiscal_ncm_16695_6b87aa1b,3926.90.69,,
__export__.l10n_br_fiscal_ncm_16696_c945f33b,3926.90.90,,
__export__.l10n_br_fiscal_ncm_16697_6dbfac65,3926.90.90,1,
__export__.l10n_br_fiscal_ncm_16698_55e7b9df,3926.90.90,2,
__export__.l10n_br_fiscal_ncm_16699_d1033fd2,3926.90.90,3,
__export__.l10n_br_fiscal_ncm_16700_30b3274d,3926.90.90,4,
__export__.l10n_br_fiscal_ncm_16701_8130518a,3926.90.90,5,
__export__.l10n_br_fiscal_ncm_16702_b73bc4bc,3926.90.90,6,
__export__.l10n_br_fiscal_ncm_16703_c4be9ea7,3926.90.90,7,
__export__.l10n_br_fiscal_ncm_16704_31066acf,3926.90.90,8,
__export__.l10n_br_fiscal_ncm_16705_060b671c,3926.90.90,9,
__export__.l10n_br_fiscal_ncm_16706_9cfe1851,3926.90.90,10,
__export__.l10n_br_fiscal_ncm_16707_002b81c3,4001.10.00,,
__export__.l10n_br_fiscal_ncm_16708_05b364b9,4001.21.00,,
__export__.l10n_br_fiscal_ncm_16709_33541195,4001.22.00,,
__export__.l10n_br_fiscal_ncm_16710_b9245ce1,4001.29.10,,
__export__.l10n_br_fiscal_ncm_16711_801a228f,4001.29.20,,
__export__.l10n_br_fiscal_ncm_16712_b1185265,4001.29.90,,
__export__.l10n_br_fiscal_ncm_16713_3fc08316,4001.30.00,,
__export__.l10n_br_fiscal_ncm_16714_fd962327,4002.11.10,,
__export__.l10n_br_fiscal_ncm_16715_e950277c,4002.11.20,,
__export__.l10n_br_fiscal_ncm_16716_6fb019ea,4002.19.11,,
__export__.l10n_br_fiscal_ncm_16717_a0b55fac,4002.19.12,,
__export__.l10n_br_fiscal_ncm_16718_853066c6,4002.19.19,,
__export__.l10n_br_fiscal_ncm_16719_aab0368b,4002.19.20,,
__export__.l10n_br_fiscal_ncm_16720_9ab31f74,4002.20.10,,
__export__.l10n_br_fiscal_ncm_16721_5802562f,4002.20.91,,
__export__.l10n_br_fiscal_ncm_16722_6883def9,4002.20.99,,
__export__.l10n_br_fiscal_ncm_16723_c4962910,4002.31.00,,
__export__.l10n_br_fiscal_ncm_16724_648dcfa8,4002.39.00,,
__export__.l10n_br_fiscal_ncm_16725_8087d5ef,4002.41.00,,
__export__.l10n_br_fiscal_ncm_16726_8cebb368,4002.49.00,,
__export__.l10n_br_fiscal_ncm_16727_b2f0092b,4002.51.00,,
__export__.l10n_br_fiscal_ncm_16728_fe399c0e,4002.59.00,,
__export__.l10n_br_fiscal_ncm_16729_94baca01,4002.60.00,,
__export__.l10n_br_fiscal_ncm_16730_1e6c0e04,4002.70.00,,
__export__.l10n_br_fiscal_ncm_16731_6e1887d5,4002.80.00,,
__export__.l10n_br_fiscal_ncm_16732_42c0514f,4002.91.00,,
__export__.l10n_br_fiscal_ncm_16733_8e5d4e9b,4002.99.10,,
__export__.l10n_br_fiscal_ncm_16734_c510fd16,4002.99.20,,
__export__.l10n_br_fiscal_ncm_16735_2f235f2a,4002.99.30,,
__export__.l10n_br_fiscal_ncm_16736_8478e0ea,4002.99.90,,
__export__.l10n_br_fiscal_ncm_16737_9d0e863b,4003.00.00,,
__export__.l10n_br_fiscal_ncm_16738_36410b33,4004.00.00,,
__export__.l10n_br_fiscal_ncm_16739_ccf4e5de,4005.10.10,,
__export__.l10n_br_fiscal_ncm_16740_01c21da8,4005.10.90,,
__export__.l10n_br_fiscal_ncm_16741_78d5d989,4005.20.00,,
__export__.l10n_br_fiscal_ncm_16742_974991f7,4005.91.10,,
__export__.l10n_br_fiscal_ncm_16743_f4b0b362,4005.91.90,,
__export__.l10n_br_fiscal_ncm_16744_493db85e,4005.99.10,,
__export__.l10n_br_fiscal_ncm_16745_8f469e78,4005.99.90,,
__export__.l10n_br_fiscal_ncm_16746_6b834d57,4006.10.00,,
__export__.l10n_br_fiscal_ncm_16747_0e50ee3b,4006.90.00,,
__export__.l10n_br_fiscal_ncm_16748_a1826b99,4007.00.11,,
__export__.l10n_br_fiscal_ncm_16749_d72391cc,4007.00.19,,
__export__.l10n_br_fiscal_ncm_16750_f30490d0,4007.00.20,,
__export__.l10n_br_fiscal_ncm_16751_8f03d66c,4008.11.00,,
__export__.l10n_br_fiscal_ncm_16752_db2c2933,4008.19.00,,
__export__.l10n_br_fiscal_ncm_16753_b4048d55,4008.21.00,,
__export__.l10n_br_fiscal_ncm_16754_dab6d188,4008.21.00,1,
__export__.l10n_br_fiscal_ncm_16755_9f4ae70c,4008.29.00,,
__export__.l10n_br_fiscal_ncm_16756_25656241,4009.11.00,,
__export__.l10n_br_fiscal_ncm_16757_717296c1,4009.12.10,,
__export__.l10n_br_fiscal_ncm_16758_9e0b005e,4009.12.90,,
__export__.l10n_br_fiscal_ncm_16759_10693cd8,4009.21.10,,
__export__.l10n_br_fiscal_ncm_16760_4d43cd4c,4009.21.90,,
__export__.l10n_br_fiscal_ncm_16761_9b13a272,4009.22.10,,
__export__.l10n_br_fiscal_ncm_16762_56aa45ce,4009.22.90,,
__export__.l10n_br_fiscal_ncm_16763_61e297aa,4009.31.00,,
__export__.l10n_br_fiscal_ncm_16764_44cf9ede,4009.32.10,,
__export__.l10n_br_fiscal_ncm_16765_c3bbd1bb,4009.32.90,,
__export__.l10n_br_fiscal_ncm_16766_0c56f25f,4009.41.00,,
__export__.l10n_br_fiscal_ncm_16767_89b7c275,4009.42.10,,
__export__.l10n_br_fiscal_ncm_16768_3e0c0103,4009.42.90,,
__export__.l10n_br_fiscal_ncm_16769_89746a99,4010.11.00,,
__export__.l10n_br_fiscal_ncm_16770_c3e37e77,4010.12.00,,
__export__.l10n_br_fiscal_ncm_16771_77f0e781,4010.19.00,,
__export__.l10n_br_fiscal_ncm_16772_cf712b05,4010.31.00,,
__export__.l10n_br_fiscal_ncm_16773_6c56f08a,4010.32.00,,
__export__.l10n_br_fiscal_ncm_16774_abd78ba0,4010.33.00,,
__export__.l10n_br_fiscal_ncm_16775_c89c6a23,4010.34.00,,
__export__.l10n_br_fiscal_ncm_16776_834f9021,4010.35.00,,
__export__.l10n_br_fiscal_ncm_16777_f5e0a002,4010.36.00,,
__export__.l10n_br_fiscal_ncm_16778_f44e8833,4010.39.00,,
__export__.l10n_br_fiscal_ncm_16779_5aa8f39f,4011.10.00,,
__export__.l10n_br_fiscal_ncm_16780_495967bb,4011.20.10,,
__export__.l10n_br_fiscal_ncm_16781_0d4023ce,4011.20.90,,
__export__.l10n_br_fiscal_ncm_16782_46d3063d,4011.30.00,,
__export__.l10n_br_fiscal_ncm_16783_5545db05,4011.40.00,,
__export__.l10n_br_fiscal_ncm_16784_f6a19f9c,4011.50.00,,
__export__.l10n_br_fiscal_ncm_16785_43c3c88b,4011.70.10,,
__export__.l10n_br_fiscal_ncm_16786_bf20864e,4011.70.10,1,
__export__.l10n_br_fiscal_ncm_16787_62b00237,4011.70.90,,
__export__.l10n_br_fiscal_ncm_16788_2cdcff72,4011.70.90,1,
__export__.l10n_br_fiscal_ncm_16789_85367732,4011.80.10,,
__export__.l10n_br_fiscal_ncm_16790_26ab130e,4011.80.20,,
__export__.l10n_br_fiscal_ncm_16791_a4fe806a,4011.80.90,,
__export__.l10n_br_fiscal_ncm_16792_f6d60046,4011.90.10,,
__export__.l10n_br_fiscal_ncm_16793_8bd7cc10,4011.90.90,,
__export__.l10n_br_fiscal_ncm_16794_54079abf,4012.11.00,,
__export__.l10n_br_fiscal_ncm_16795_a309f596,4012.11.00,1,
__export__.l10n_br_fiscal_ncm_16796_723df5cb,4012.12.00,,
__export__.l10n_br_fiscal_ncm_16797_56cabf47,4012.12.00,1,
__export__.l10n_br_fiscal_ncm_16798_8ab0343d,4012.13.00,,
__export__.l10n_br_fiscal_ncm_16799_722276e3,4012.19.00,,
__export__.l10n_br_fiscal_ncm_16800_785d4978,4012.19.00,1,
__export__.l10n_br_fiscal_ncm_16801_bd4b4f6b,4012.19.00,2,
__export__.l10n_br_fiscal_ncm_16802_e8806d46,4012.20.00,,
__export__.l10n_br_fiscal_ncm_16803_afe2f3df,4012.90.10,,
__export__.l10n_br_fiscal_ncm_16804_ffa49690,4012.90.90,,
__export__.l10n_br_fiscal_ncm_16805_546d7f37,4013.10.10,,
__export__.l10n_br_fiscal_ncm_16806_5dd68590,4013.10.90,,
__export__.l10n_br_fiscal_ncm_16807_c8edc89e,4013.10.90,1,
__export__.l10n_br_fiscal_ncm_16808_b1324589,4013.20.00,,
__export__.l10n_br_fiscal_ncm_16809_5cd07834,4013.90.00,,
